15
15
ROW 1
6 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 12 11 11 11 00 00 01 00 00 00 00 01 00 00 12 11 11 11 11 11 00 00 00 00 00 00 00 00 00 12 11 11 11 11 11 11 00 00 00 00 00 01 00 00 00 11 11 11 16 00 00 00 00 00 00 00 00 00 00 00 12 11 11 16 00 00 01 00 00 01 00 00 00 00 00 12 11 11 16 00 00 00 00 00 00 00 00 00 01 00 00 11 11 11 00 00 01 00 00 00 00 00 00 00 00 00 00 11 11 11 00 00 00 00 00 00 "
7 "00 00 00 00 00 11 11 11 01 01 01 01 01 01 01 01 00 00 00 00 12 11 11 11 01 01 01 00 00 00 00 00 00 00 00 31 11 11 11 16 01 00 00 00 00 00 01 00 00 00 12 11 11 11 16 00 00 00 00 00 00 00 00 00 11 11 11 11 11 16 00 00 00 00 01 00 00 00 00 00 11 11 11 11 16 00 00 00 00 00 00 31 00 00 00 00 11 16 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 31 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 "
8 "01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 00 00 01 01 01 01 01 01 01 00 00 00 00 01 01 01 00 00 00 01 01 01 01 01 01 01 00 00 00 00 01 01 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 01 00 00 01 00 00 01 01 01 01 00 00 00 00 01 00 01 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 00 00 00 00 00 00 01 01 01 01 00 00 00 01 01 01 00 00 00 00 00 00 00 01 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 01 01 01 00 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
9 "01 01 01 01 49 49 49 49 49 49 49 49 49 49 49 49 01 01 49 49 49 01 40 00 00 00 42 00 40 00 40 00 01 49 49 01 40 00 00 00 42 40 00 86 81 81 87 40 01 49 40 00 00 42 00 00 40 42 86 49 49 33 49 87 49 49 00 00 00 00 40 00 00 00 49 49 65 55 65 49 49 40 00 00 40 00 00 42 00 00 55 55 55 55 55 55 49 00 42 00 00 42 00 40 00 40 55 55 55 55 55 55 49 40 00 40 00 00 40 00 00 74 75 76 42 55 00 42 49 01 40 00 42 00 00 00 74 73 34 73 40 55 00 42 49 01 42 40 00 00 42 40 73 73 55 55 55 55 00 42 49 01 01 42 40 00 00 00 73 73 32 32 32 00 32 01 49 49 01 01 01 01 01 01 73 73 75 75 00 00 00 01 "
10"49 49 49 49 49 49 00 02 00 49 49 49 49 49 49 49 01 74 75 76 00 42 00 02 00 42 00 86 81 87 00 40 01 73 73 73 76 00 40 55 00 00 86 49 49 49 87 42 01 73 33 73 73 42 00 55 40 42 49 49 33 49 49 01 01 65 55 65 40 55 55 55 55 55 00 65 55 65 40 00 55 55 55 55 55 55 42 40 65 55 55 55 55 55 55 55 55 55 55 55 55 55 40 01 40 55 55 55 55 55 55 55 42 00 00 00 00 55 65 40 42 55 00 40 00 00 00 00 01 12 14 40 00 55 55 55 55 55 00 00 40 00 40 00 42 18 11 14 00 00 55 55 55 55 00 40 00 40 00 01 42 42 18 16 00 40 55 55 55 55 55 00 00 00 42 42 01 01 42 01 42 01 55 55 55 55 55 55 00 42 01 01 "
11"49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 00 74 75 75 76 00 49 40 40 40 74 76 40 40 40 49 74 73 73 73 73 76 49 40 74 75 73 73 75 76 40 49 73 73 73 33 73 73 49 74 73 73 73 73 73 73 76 49 00 01 00 00 00 01 49 73 73 73 73 34 73 73 73 49 55 55 55 55 00 00 49 40 40 73 55 55 73 40 40 49 55 55 55 55 55 00 49 49 49 42 55 55 42 49 49 49 00 00 55 55 55 00 42 42 42 42 55 55 42 12 14 49 00 00 00 55 55 55 40 40 40 55 55 55 00 11 20 49 01 01 00 00 55 55 55 55 55 55 55 00 12 11 11 49 01 01 01 01 00 55 55 55 55 55 00 00 18 11 16 49 01 01 01 01 01 00 55 55 55 00 00 01 86 81 81 49 "
12"01 01 00 00 00 00 11 11 00 00 00 00 01 01 01 01 01 01 00 00 00 00 11 11 00 00 00 00 01 01 01 01 01 01 00 01 00 00 11 11 00 00 00 00 00 01 00 01 01 00 00 00 00 00 11 11 00 01 00 00 00 00 00 00 01 00 01 00 00 00 18 11 14 00 00 00 00 00 00 00 01 01 00 00 00 00 01 11 11 00 00 00 00 00 00 00 01 01 00 00 00 00 00 55 55 00 00 00 00 01 00 00 01 01 01 00 00 00 01 11 11 00 00 00 00 00 00 00 49 01 01 00 00 00 00 18 11 14 00 01 00 00 00 00 49 01 01 00 00 00 00 01 11 11 00 00 00 00 00 00 49 01 00 00 00 01 00 00 11 11 01 01 00 00 00 00 49 01 00 00 00 00 00 00 11 11 01 01 01 01 01 01 "
13"01 01 11 11 00 00 00 00 00 11 11 00 00 00 00 00 01 01 11 11 00 00 00 01 12 11 16 00 00 00 00 00 01 01 18 11 14 01 00 00 11 11 00 00 00 01 00 00 00 01 01 18 11 14 01 01 11 11 00 00 00 00 00 00 00 00 01 01 11 11 11 11 11 16 00 01 00 00 00 00 00 01 00 01 18 11 11 11 16 00 00 00 00 00 00 00 00 00 00 01 01 11 11 11 00 00 00 00 00 00 01 00 00 00 00 00 00 11 11 11 01 00 00 01 00 00 00 00 00 00 00 00 00 18 11 11 01 01 00 00 00 00 00 00 00 01 00 00 00 01 11 11 14 01 01 00 00 00 01 01 00 00 00 00 01 01 18 11 11 01 01 01 00 01 01 01 01 01 01 01 01 01 01 20 20 01 01 01 01 01 01 01 "
14"00 00 00 00 00 00 00 00 00 11 11 01 01 01 01 01 00 00 00 01 00 00 00 00 01 11 11 00 01 01 01 01 00 00 00 00 00 00 00 00 00 11 11 00 00 01 01 01 00 00 00 00 00 00 01 00 12 11 11 01 00 00 01 01 00 01 00 00 01 00 00 00 11 01 18 14 00 00 01 01 00 00 00 00 00 00 00 00 11 01 01 18 14 00 01 01 00 00 00 00 00 00 12 11 16 00 00 00 18 11 11 20 00 00 01 00 00 01 11 00 00 00 01 00 00 01 00 01 00 00 00 00 00 12 16 00 01 00 00 00 00 00 00 01 01 00 00 00 00 55 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 11 00 00 00 00 00 01 00 00 01 01 01 01 01 01 01 11 00 00 00 00 00 00 00 00 01 01 "
15"01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 42 40 42 40 42 00 00 00 01 01 01 00 00 00 00 00 40 00 40 00 40 00 00 00 01 01 01 00 00 00 00 00 42 40 00 40 42 00 00 00 00 01 20 11 14 00 00 00 40 00 40 00 40 00 00 00 00 01 01 01 11 00 00 00 42 40 42 40 42 00 00 00 00 01 01 01 18 11 14 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 18 11 14 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 11 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 11 00 00 00 00 00 00 00 01 01 "
ROW 11
1 "01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 01 01 00 00 00 00 01 01 01 01 00 01 01 01 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 01 01 00 00 00 01 00 01 00 00 00 00 01 00 00 00 00 01 01 00 00 00 01 00 00 00 01 01 01 00 00 00 00 01 01 00 00 00 00 00 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 00 00 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 01 00 00 00 00 00 00 01 01 00 00 00 00 01 01 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 01 00 00 00 01 01 01 00 01 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 01 01 00 00 01 01 01 00 00 00 01 00 01 00 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
3 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 00 00 00 01 00 00 00 00 00 00 00 00 01 01 00 01 00 00 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01 01 00 00 00 01 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 01 00 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
4 "01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 00 01 01 01 00 00 01 00 00 00 01 01 01 01 00 00 00 00 00 00 00 01 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 00 00 01 00 00 01 01 01 01 00 00 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 01 00 00 00 01 00 00 00 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
5 "01 01 01 01 00 00 00 00 00 00 02 00 00 00 00 00 01 01 01 01 00 00 00 00 01 00 02 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 02 00 00 00 01 00 01 01 00 00 00 01 00 00 00 00 02 00 00 00 00 00 01 01 00 00 00 00 00 00 00 00 09 02 02 02 02 02 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 00 00 00 00 01 00 00 00 00 00 01 00 00 00 01 01 00 00 00 00 01 01 00 00 00 00 00 00 00 01 01 01 01 00 00 00 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
6 "00 00 00 00 00 00 00 11 11 11 00 00 00 00 00 00 00 00 00 00 01 00 12 11 11 16 00 00 00 00 01 00 00 01 00 00 00 00 11 11 11 00 01 00 00 00 00 00 00 00 00 00 01 00 11 11 11 00 00 00 00 00 00 00 02 02 05 00 00 12 11 11 16 00 00 00 01 00 00 00 00 00 02 00 00 11 11 11 00 00 00 00 00 00 00 00 00 00 09 02 02 55 55 55 02 02 02 02 02 02 02 02 00 00 00 00 00 11 11 11 00 00 00 00 00 00 00 00 01 01 00 00 12 11 11 16 00 00 00 00 01 00 00 00 01 01 00 00 11 11 11 00 00 01 00 00 00 00 00 00 01 01 01 00 11 11 11 00 00 00 00 00 00 00 01 00 01 01 01 01 20 20 20 01 01 00 00 00 00 00 00 00 "
7 "00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 01 00 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 31 01 00 00 00 00 00 00 00 31 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 "
8 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 00 00 01 01 01 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 65 42 40 42 40 42 40 42 00 00 00 00 00 00 00 03 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 07 65 42 40 42 40 42 40 42 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
9 "01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 00 00 01 01 01 01 01 01 01 86 81 87 00 00 40 01 00 00 40 01 01 01 01 01 86 49 49 49 87 32 32 01 00 00 00 00 74 75 75 76 49 49 34 49 49 55 55 55 42 00 42 00 73 33 73 73 49 42 55 42 49 55 55 55 02 02 02 02 02 02 02 02 55 55 55 55 55 55 11 11 42 00 42 00 42 00 00 00 00 55 55 55 55 55 55 11 00 00 00 00 00 00 40 00 12 11 55 11 11 11 55 55 00 40 00 00 74 75 76 00 18 11 55 11 20 11 11 55 00 00 74 75 73 73 73 76 00 18 55 11 11 11 11 11 00 01 73 73 73 34 73 73 32 55 55 11 11 11 20 11 01 01 01 40 00 55 55 55 55 55 55 55 55 11 11 11 "
10"01 74 75 75 75 76 55 55 55 55 55 55 00 01 86 81 01 73 73 34 73 73 55 55 55 55 55 55 00 86 49 49 01 73 65 55 65 73 55 55 55 11 55 55 55 49 33 49 55 55 55 55 55 55 55 55 11 11 56 55 55 55 55 55 55 55 55 55 55 55 55 56 11 11 57 55 55 55 55 55 11 40 40 86 81 87 55 57 11 11 11 11 11 11 55 55 11 40 40 49 33 49 55 11 11 11 11 11 11 11 11 55 55 55 00 00 55 00 55 55 11 11 55 55 55 11 11 11 55 55 55 55 55 55 55 55 11 11 55 56 55 11 11 11 11 11 55 11 11 11 55 11 11 11 55 57 55 11 11 11 11 11 55 11 11 11 55 11 11 11 55 55 55 55 11 11 11 11 11 11 11 11 11 11 11 11 11 11 55 55 11 11 "
11"87 01 01 01 01 00 55 55 55 00 00 86 49 49 49 49 49 87 40 01 01 00 00 55 55 00 86 49 49 33 49 49 49 49 40 40 01 01 00 55 55 00 49 49 65 55 65 49 55 55 55 00 00 01 40 00 55 55 55 55 55 55 55 49 55 55 55 55 65 86 81 87 00 55 55 55 55 55 55 55 40 65 55 55 00 49 49 49 87 55 55 55 55 55 55 55 55 55 55 55 86 49 34 49 49 55 01 40 00 74 75 75 11 11 55 55 55 55 55 55 55 55 40 00 74 73 73 73 11 11 11 11 55 55 55 55 55 55 00 74 73 33 73 73 11 11 11 11 11 11 11 55 55 55 55 73 73 55 73 73 11 11 11 11 11 11 11 11 11 55 55 55 55 55 40 73 11 11 11 11 11 11 11 11 11 11 55 55 00 00 00 73 "
12"49 01 00 00 00 00 00 00 11 11 01 01 01 01 01 01 49 49 00 00 00 00 01 00 11 11 01 01 01 01 00 00 49 49 00 00 00 00 00 00 11 11 14 01 00 00 00 00 49 42 40 00 01 00 00 00 18 11 11 00 00 00 00 00 55 55 55 00 00 00 00 00 00 11 11 00 00 01 00 00 55 55 55 00 00 00 00 00 00 11 11 00 00 00 00 00 75 42 40 00 00 00 00 00 12 11 16 00 00 00 00 00 73 75 00 00 00 00 01 00 11 11 00 00 00 00 00 00 73 73 00 00 00 00 00 00 11 11 00 00 01 00 00 00 73 01 00 00 00 00 00 12 11 11 00 00 00 00 00 00 73 00 00 00 00 00 12 16 00 18 11 14 00 00 00 00 73 00 00 00 00 00 11 00 00 00 00 11 00 00 00 00 "
13"01 01 01 01 01 01 01 20 20 01 01 01 01 01 01 01 00 00 01 01 01 01 01 11 11 01 01 01 01 01 00 00 00 00 00 00 00 01 12 11 16 01 01 00 00 00 00 00 00 00 00 00 00 00 11 11 01 00 00 01 00 00 00 01 00 00 01 00 00 00 55 55 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 11 00 00 00 00 00 01 00 00 00 00 00 00 00 00 18 11 14 00 00 00 00 00 00 00 00 00 00 00 01 00 00 11 11 01 00 00 00 00 00 00 00 00 00 00 00 00 00 11 11 00 00 00 00 00 00 00 00 01 00 00 00 00 00 11 11 00 00 00 00 00 01 00 00 00 00 00 00 01 00 18 11 14 00 01 00 00 00 00 00 00 00 00 00 00 00 00 11 11 00 00 00 00 00 00 "
14"01 01 01 01 01 11 00 00 00 00 00 00 00 00 01 01 00 01 01 01 01 11 00 00 01 00 00 00 00 00 00 00 00 00 00 01 01 11 00 00 00 00 00 00 00 00 00 00 01 00 00 00 01 18 14 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 18 11 11 14 00 00 00 00 21 21 00 00 00 00 00 00 00 00 00 11 00 21 21 21 45 21 00 00 00 00 00 00 00 01 00 18 11 55 11 15 21 21 00 00 00 01 00 00 00 00 00 00 21 21 21 11 45 13 00 00 00 00 00 00 00 00 00 21 21 45 13 11 11 11 00 01 00 00 00 00 00 00 45 21 21 13 11 11 11 11 00 00 00 00 00 01 00 00 21 21 21 11 11 11 11 11 00 00 00 00 00 00 00 00 45 21 21 11 11 11 11 11 "
15"01 01 01 01 01 01 11 00 00 00 00 00 00 00 01 01 00 00 01 01 01 00 18 14 01 00 00 00 00 00 01 01 00 00 01 00 00 00 00 11 00 00 00 00 00 01 01 01 00 00 00 00 21 21 21 11 21 21 01 00 00 00 21 45 21 00 00 21 45 21 21 11 21 45 21 21 21 21 21 45 21 21 21 21 21 21 21 11 21 21 21 21 45 21 45 45 21 21 45 21 21 13 11 11 11 11 11 11 11 11 15 45 15 21 21 21 45 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 "
ROW 12
1 "01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 40 40 40 40 40 01 01 01 00 40 00 00 00 01 01 01 01 40 40 01 01 01 01 00 00 00 00 00 12 11 11 14 01 01 01 01 01 01 01 01 12 11 11 11 11 11 11 11 14 01 01 12 20 20 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 20 11 20 11 11 16 00 00 00 00 18 11 11 16 01 01 20 16 01 01 00 00 00 00 00 40 00 18 16 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 40 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 40 00 00 00 41 00 00 00 01 01 01 40 00 00 01 00 00 00 00 00 00 00 40 00 00 00 00 00 12 11 01 00 12 11 11 11 14 00 00 00 12 11 11 11 11 11 20 20 11 11 11 11 11 14 40 12 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 16 00 00 00 18 11 11 11 16 00 18 16 00 00 01 00 00 40 00 00 00 18 11 16 00 00 00 00 00 40 01 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 01 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 00 00 00 40 00 00 00 01 01 01 "
3 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 40 00 01 01 01 01 00 00 40 00 01 01 00 00 40 00 00 00 00 01 00 40 00 00 00 00 00 00 00 11 11 11 14 00 40 00 00 12 11 11 14 00 00 40 00 11 11 11 11 14 00 00 12 11 11 11 11 14 00 00 00 11 11 11 11 11 11 11 11 11 11 11 11 11 11 14 00 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 00 00 00 18 11 11 16 00 00 00 00 18 11 11 11 11 00 40 00 00 00 00 00 00 00 00 40 00 00 18 11 11 00 00 01 01 00 00 40 00 00 00 00 00 00 00 40 00 01 01 01 01 01 00 00 00 00 40 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 01 01 01 01 "
4 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 00 00 00 01 01 01 00 00 00 01 01 01 00 00 00 00 00 01 00 00 01 00 00 00 00 00 01 01 00 00 00 00 00 00 01 00 00 00 00 00 12 11 11 11 00 00 01 00 00 00 00 00 00 00 12 11 11 11 11 11 00 00 00 00 00 12 11 11 11 11 11 11 11 11 11 11 11 11 11 55 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 55 11 11 11 11 11 11 11 16 00 00 00 00 11 11 11 55 16 00 01 11 11 11 00 00 00 00 00 00 00 00 00 00 00 00 01 11 11 16 00 00 01 00 00 00 00 00 00 00 00 00 12 11 11 00 00 00 00 01 00 00 01 01 01 00 00 00 11 11 11 00 00 00 00 00 00 00  "
5 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 12 11 11 11 14 00 00 00 00 01 01 01 01 00 12 11 11 11 11 11 11 11 14 00 00 00 00 01 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 16 23 22 24 18 11 11 11 11 11 11 11 11 16 00 00 23 22 22 22 24 00 00 18 11 11 11 11 16 00 00 00 22 22 22 22 22 00 01 00 00 18 11 11 00 00 00 23 22 22 39 22 22 24 00 00 00 00 00 01 00 00 00 22 22 00 00 00 22 22 00 00 00 01 00 01 00 01 00 00 00 00 02 00 00 00 00 01 00 00 00 01 00 00 00 01 00 00 02 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 02 00 00 00 00 00 00 01 01 01 "
6 "01 01 01 01 20 20 20 01 01 00 00 00 00 00 00 00 01 01 00 00 18 11 20 01 01 00 00 01 00 00 00 00 01 00 00 00 00 11 11 14 01 01 00 00 00 00 00 00 11 11 14 00 00 11 11 11 01 01 00 00 00 00 00 00 11 11 11 11 11 11 11 11 01 01 00 00 00 00 01 00 11 11 11 11 11 11 11 16 01 01 00 00 00 00 00 00 11 11 11 11 11 16 01 01 01 00 00 01 00 00 00 00 01 01 00 00 00 01 01 01 00 00 00 00 00 00 00 00 01 01 00 01 01 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 00 01 00 00 01 01 01 01 00 00 00 01 00 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 01 00 00 00 00 "
7 "00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 00 00 00 31 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 00 00 00 21 21 00 00 21 21 21 00 00 00 00 00 00 00 21 21 21 21 21 21 21 21 21 21 00 00 00 00 00 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
8 "00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 40 40 40 01 01 00 00 00 00 00 00 01 01 01 01 01 40 00 40 00 01 00 00 00 01 00 00 00 01 01 01 01 40 40 40 00 01 00 00 00 00 00 00 00 01 01 01 01 01 01 01 00 01 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 01 00 01 00 00 00 00 00 00 00 01 01 01 00 00 00 01 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 01 00 00 00 00 00 01 00 21 45 45 45 01 00 00 21 21 21 00 00 00 00 21 21 45 45 45 45 45 21 21 21 21 21 21 21 21 21 21 45 45 45 45 45 45 "
9 "01 01 01 00 00 55 55 55 55 55 55 55 55 11 11 11 45 01 01 00 00 00 55 55 55 55 55 00 00 18 11 11 45 45 00 00 40 00 00 00 00 55 00 40 81 81 81 11 45 45 21 00 00 86 81 87 00 55 65 86 49 49 49 11 45 21 21 21 86 49 34 49 65 55 55 55 49 33 49 11 45 21 45 21 49 55 55 00 74 75 76 55 55 55 55 55 45 21 21 21 21 55 00 74 73 73 73 76 55 55 55 55 45 21 21 21 21 55 00 73 73 34 73 73 65 55 55 55 45 45 21 21 21 55 55 00 40 55 00 00 55 55 55 40 45 45 45 21 21 45 55 55 55 55 55 55 55 11 55 55 45 45 45 45 21 21 21 21 21 21 19 20 11 11 11 55 45 45 45 45 45 45 45 45 45 45 45 45 45 20 20 20 "
10"11 11 11 11 11 11 11 11 11 11 11 11 55 55 11 11 11 11 11 11 11 11 11 11 11 11 11 11 55 00 74 75 11 11 11 55 55 55 55 55 55 11 11 11 55 00 73 73 11 11 55 55 00 00 00 00 55 55 11 11 55 55 73 33 11 55 55 00 86 81 87 40 00 55 55 55 55 55 55 55 55 55 00 86 49 49 49 87 00 55 40 01 40 55 56 11 55 00 86 49 49 34 49 49 40 55 55 40 55 55 57 11 55 00 49 49 40 55 40 42 42 65 55 55 55 55 11 11 00 65 40 42 42 55 42 42 55 55 55 55 11 11 11 11 55 55 55 55 55 55 55 55 55 56 11 11 11 11 11 11 55 55 55 55 55 55 56 55 55 57 11 11 11 11 11 11 20 20 11 11 11 11 57 55 55 11 11 11 11 11 11 20 "
